ts,context,dep_replicas,dep_ready,hpa_current,hpa_desired,cpu_cur_util,cpu_target_util,pods_cpu_m_sum,pods_cpu_m_list,pods_mem_mi_sum,pods_mem_mi_list,lastScaleTime
2026-02-06T02:36:31-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:32-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:33-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:35-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:36-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:37-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:38-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:39-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:41-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:42-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:43-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:44-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:45-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:46-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:48-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:49-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:50-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:51-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:52-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:53-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:55-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:56-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:57-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:58-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:36:59-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:37:00-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:37:02-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:37:03-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:37:04-06:00,kind-cluster,1,1,1,1,1,50,1,cpu-nginx-74476f8d7f-zr58z=1m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:37:05-06:00,kind-cluster,1,1,1,1,1,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
2026-02-06T02:37:06-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T07:23:50Z
