ts,context,dep_replicas,dep_ready,hpa_current,hpa_desired,cpu_cur_util,cpu_target_util,pods_cpu_m_sum,pods_cpu_m_list,pods_mem_mi_sum,pods_mem_mi_list,lastScaleTime
2026-02-06T03:40:52-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:40:53-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:40:54-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:40:55-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:40:56-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:40:58-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:40:59-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:00-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:01-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:02-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:03-06:00,kind-cluster,3,3,3,3,48,50,146,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=50m; cpu-nginx-74476f8d7f-zr58z=45m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:05-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:06-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:07-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:08-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:09-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:10-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:12-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:13-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:14-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:15-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:16-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:18-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:19-06:00,kind-cluster,3,3,3,3,48,50,145,cpu-nginx-74476f8d7f-bdr2z=48m; cpu-nginx-74476f8d7f-pb9bn=49m; cpu-nginx-74476f8d7f-zr58z=48m,68.000,cpu-nginx-74476f8d7f-bdr2z=22.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:20-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:21-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:22-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:23-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:25-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:26-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:27-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:28-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:29-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:30-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:32-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:33-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:34-06:00,kind-cluster,3,3,3,3,49,50,147,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=47m; cpu-nginx-74476f8d7f-zr58z=49m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:35-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:36-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:38-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:39-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:40-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:41-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:42-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:43-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:45-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:46-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:47-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:48-06:00,kind-cluster,3,3,3,3,50,50,151,cpu-nginx-74476f8d7f-bdr2z=51m; cpu-nginx-74476f8d7f-pb9bn=52m; cpu-nginx-74476f8d7f-zr58z=48m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:49-06:00,kind-cluster,3,3,3,3,50,50,71,cpu-nginx-74476f8d7f-bdr2z=40m; cpu-nginx-74476f8d7f-pb9bn=19m; cpu-nginx-74476f8d7f-zr58z=12m,69.000,cpu-nginx-74476f8d7f-bdr2z=23.000Mi; cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:34:38Z
2026-02-06T03:41:50-06:00,kind-cluster,2,2,3,2,23,50,31,cpu-nginx-74476f8d7f-pb9bn=19m; cpu-nginx-74476f8d7f-zr58z=12m,46.000,cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:50Z
2026-02-06T03:41:52-06:00,kind-cluster,2,2,3,2,23,50,31,cpu-nginx-74476f8d7f-pb9bn=19m; cpu-nginx-74476f8d7f-zr58z=12m,46.000,cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:50Z
2026-02-06T03:41:53-06:00,kind-cluster,2,2,3,2,23,50,31,cpu-nginx-74476f8d7f-pb9bn=19m; cpu-nginx-74476f8d7f-zr58z=12m,46.000,cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:50Z
2026-02-06T03:41:54-06:00,kind-cluster,2,2,3,2,23,50,31,cpu-nginx-74476f8d7f-pb9bn=19m; cpu-nginx-74476f8d7f-zr58z=12m,46.000,cpu-nginx-74476f8d7f-pb9bn=22.000Mi; cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:50Z
2026-02-06T03:41:55-06:00,kind-cluster,1,1,2,1,15,50,12,cpu-nginx-74476f8d7f-zr58z=12m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:41:56-06:00,kind-cluster,1,1,2,1,15,50,12,cpu-nginx-74476f8d7f-zr58z=12m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:41:58-06:00,kind-cluster,1,1,2,1,15,50,12,cpu-nginx-74476f8d7f-zr58z=12m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:41:59-06:00,kind-cluster,1,1,2,1,15,50,12,cpu-nginx-74476f8d7f-zr58z=12m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:00-06:00,kind-cluster,1,1,1,1,12,50,12,cpu-nginx-74476f8d7f-zr58z=12m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:01-06:00,kind-cluster,1,1,1,1,12,50,12,cpu-nginx-74476f8d7f-zr58z=12m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:02-06:00,kind-cluster,1,1,1,1,12,50,12,cpu-nginx-74476f8d7f-zr58z=12m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:04-06:00,kind-cluster,1,1,1,1,12,50,12,cpu-nginx-74476f8d7f-zr58z=12m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:05-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:06-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:07-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:08-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:09-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:11-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:12-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:13-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:14-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:15-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:16-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:18-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
2026-02-06T03:42:19-06:00,kind-cluster,1,1,1,1,0,50,0,cpu-nginx-74476f8d7f-zr58z=0m,24.000,cpu-nginx-74476f8d7f-zr58z=24.000Mi,2026-02-06T09:41:55Z
